Lead Actuator Force ,Lead Actuator Displacment 
-29.52,-11.55
-29.53,-11.65
-29.55,-11.75
-29.57,-11.86
-29.58,-11.95
-29.60,-12.05
-29.61,-12.15
-29.63,-12.25
-29.65,-12.35
-29.66,-12.45
-29.67,-12.56
-29.69,-12.65
-29.70,-12.75
-29.72,-12.85
-29.73,-12.95
-29.75,-13.05
-29.77,-13.15
-29.78,-13.25
-29.80,-13.35
-29.81,-13.45
-29.83,-13.55
-29.85,-13.65
-29.86,-13.75
-29.88,-13.85
-29.90,-13.95
-29.91,-14.04
-29.93,-14.15
-29.94,-14.24
-29.95,-14.34
-29.97,-14.45
-29.99,-14.54
-30.00,-14.64
-30.03,-14.74
-30.04,-14.84
-30.05,-14.94
-30.07,-15.04
-30.09,-15.14
-30.10,-15.24
-30.12,-15.34
-30.14,-15.44
-30.16,-15.54
-30.17,-15.64
-30.20,-15.74
-30.21,-15.84
-30.22,-15.94
-30.24,-16.04
-30.27,-16.14
-30.28,-16.24
-30.30,-16.34
-30.32,-16.44
-30.34,-16.54
-30.35,-16.64
-30.38,-16.74
-30.40,-16.83
-30.41,-16.93
-30.44,-17.03
-30.45,-17.13
-30.46,-17.23
-30.49,-17.33
-30.51,-17.43
-30.52,-17.53
-30.55,-17.63
-30.57,-17.73
-30.59,-17.83
-30.61,-17.93
-30.63,-18.03
-30.65,-18.13
-30.67,-18.23
-30.70,-18.33
-30.72,-18.43
-30.73,-18.53
-30.76,-18.63
-30.78,-18.73
-30.80,-18.83
-30.83,-18.92
-30.85,-19.02
-30.88,-19.13
-30.89,-19.23
-30.92,-19.32
-30.95,-19.43
-30.97,-19.52
-30.99,-19.62
-31.03,-19.72
-31.03,-19.83
-31.07,-19.92
-31.09,-20.02
-31.12,-20.12
-31.14,-20.22
-31.18,-20.32
-31.20,-20.42
-31.22,-20.52
-31.24,-20.62
-31.28,-20.72
-31.29,-20.82
-31.33,-20.92
-31.35,-21.02
-31.37,-21.12
-31.40,-21.22
-31.44,-21.32
-31.45,-21.42
-31.48,-21.52
-31.51,-21.62
-31.53,-21.72
-31.56,-21.82
-31.60,-21.92
-31.62,-22.02
-31.64,-22.11
-31.67,-22.21
-31.71,-22.31
-31.70,-22.41
-31.73,-22.52
-31.76,-22.62
-31.78,-22.71
-31.82,-22.81
-31.84,-22.91
-31.89,-23.01
-31.90,-23.11
-31.94,-23.21
-31.98,-23.31
-32.01,-23.41
-32.03,-23.51
-32.07,-23.61
-32.10,-23.71
-32.13,-23.81
-32.17,-23.91
-32.23,-24.01
-32.28,-24.11
-32.34,-24.21
-32.42,-24.31
-32.47,-24.40
-32.55,-24.51
-32.62,-24.60
-32.69,-24.70
-32.75,-24.81
-32.83,-24.90
-32.89,-25.01
-32.96,-25.10
-33.04,-25.20
-33.11,-25.30
-33.16,-25.40
-33.24,-25.50
-33.30,-25.60
-33.37,-25.70
-33.42,-25.80
-33.49,-25.90
-33.53,-26.00
-33.59,-26.10
-33.62,-26.20
-33.68,-26.30
-33.73,-26.40
-33.78,-26.50
-33.82,-26.59
-33.88,-26.70
-33.91,-26.80
-33.97,-26.90
-34.01,-27.00
-34.06,-27.10
-34.10,-27.20
-34.15,-27.29
-34.19,-27.39
-34.24,-27.49
-34.28,-27.59
-34.33,-27.70
-34.37,-27.79
-34.42,-27.89
-34.47,-27.99
-34.50,-28.09
-34.56,-28.19
-34.59,-28.29
-34.63,-28.39
-34.68,-28.49
-34.73,-28.59
-34.76,-28.69
-34.82,-28.79
-34.86,-28.89
-34.90,-28.99
-34.94,-29.09
-34.99,-29.19
-35.03,-29.29
-35.08,-29.39
-35.12,-29.49
-35.16,-29.59
-35.21,-29.69
-35.25,-29.79
-35.30,-29.89
-35.34,-29.99
-35.38,-30.08
-35.43,-30.19
-35.47,-30.28
-35.51,-30.38
-35.56,-30.48
-35.60,-30.58
-35.64,-30.68
-35.69,-30.78
-35.74,-30.88
-35.77,-30.98
-35.83,-31.08
-35.87,-31.18
-35.90,-31.28
-35.96,-31.38
-36.00,-31.48
-36.03,-31.58
-36.09,-31.68
-36.14,-31.78
-36.17,-31.88
-36.22,-31.98
-36.27,-32.08
-36.30,-32.18
-36.35,-32.27
-36.40,-32.37
-36.43,-32.47
-36.49,-32.58
-36.54,-32.68
-36.57,-32.78
-36.62,-32.87
-36.67,-32.97
-36.70,-33.07
-36.75,-33.17
-36.80,-33.27
-36.84,-33.37
-36.88,-33.47
-36.94,-33.57
-36.98,-33.67
-37.01,-33.77
-37.07,-33.87
-37.11,-33.97
-37.15,-34.07
-37.21,-34.17
-37.25,-34.27
-37.29,-34.37
-37.35,-34.47
-37.39,-34.56
-37.43,-34.67
-37.48,-34.77
-37.53,-34.87
-37.57,-34.97
-37.61,-35.07
-37.66,-35.17
-37.70,-35.27
-37.73,-35.36
-37.78,-35.47
-37.83,-35.57
-37.86,-35.67
-37.91,-35.76
-37.95,-35.86
-37.98,-35.96
-38.04,-36.06
-38.08,-36.16
-38.12,-36.26
-38.17,-36.36
-38.21,-36.46
-38.25,-36.56
-38.30,-36.66
-38.35,-36.76
-38.39,-36.86
-38.43,-36.96
-38.49,-37.06
-38.53,-37.16
-38.57,-37.26
-38.62,-37.36
-38.66,-37.46
-38.71,-37.56
-38.75,-37.66
-38.80,-37.76
-38.84,-37.85
-38.89,-37.96
-38.94,-38.05
-38.98,-38.15
-39.02,-38.25
-39.07,-38.35
-39.12,-38.45
-39.17,-38.55
-39.21,-38.65
-39.26,-38.75
-39.30,-38.85
-39.35,-38.95
-39.39,-39.05
-39.44,-39.15
-39.49,-39.25
-39.53,-39.35
-39.59,-39.45
-39.62,-39.55
-39.67,-39.65
-39.72,-39.75
-39.76,-39.85
-39.81,-39.95
-39.86,-40.05
-39.90,-40.15
-39.94,-40.24
-39.99,-40.34
-40.04,-40.45
-40.08,-40.54
-40.14,-40.64
-40.17,-40.74
-40.22,-40.84
-40.27,-40.94
-40.31,-41.04
-40.36,-41.14
-40.40,-41.24
-40.45,-41.34
-40.49,-41.44
-40.53,-41.54
-40.59,-41.64
-40.62,-41.74
-40.67,-41.84
-40.72,-41.94
-40.76,-42.04
-40.81,-42.14
-40.86,-42.24
-40.90,-42.34
-40.93,-42.44
-41.00,-42.54
-41.04,-42.63
-41.07,-42.73
-41.14,-42.84
-41.18,-42.93
-41.21,-43.03
-41.27,-43.13
-41.32,-43.23
-41.36,-43.33
-41.41,-43.44
-41.47,-43.54
-41.50,-43.63
-41.56,-43.73
-41.60,-43.83
-41.65,-43.93
-41.69,-44.03
-41.76,-44.13
-41.78,-44.23
-41.84,-44.33
-41.89,-44.43
-41.93,-44.53
-41.98,-44.63
-42.03,-44.73
-42.08,-44.83
-42.12,-44.93
-42.18,-45.03
-42.22,-45.13
-42.26,-45.23
-42.31,-45.32
-42.34,-45.43
-42.36,-45.53
-42.41,-45.63
-42.45,-45.73
-42.51,-45.83
-42.56,-45.93
-42.61,-46.02
-42.67,-46.12
-42.72,-46.22
-42.77,-46.32
-42.82,-46.42
-42.87,-46.52
-42.92,-46.62
-42.97,-46.72
-43.01,-46.82
-43.06,-46.92
-43.11,-47.02
-43.16,-47.12
-43.20,-47.22
-43.26,-47.32
-43.31,-47.42
-43.34,-47.52
-43.41,-47.62
-43.44,-47.72
-43.49,-47.82
-43.55,-47.92
-43.59,-48.02
-43.63,-48.12
-43.69,-48.22
-43.73,-48.31
-43.77,-48.41
-43.82,-48.52
-43.87,-48.61
-43.91,-48.71
-43.96,-48.81
-44.02,-48.91
-44.05,-49.01
-44.11,-49.11
-44.16,-49.21
-44.20,-49.31
-44.25,-49.41
-44.31,-49.51
-44.35,-49.61
-44.40,-49.71
-44.46,-49.81
-44.51,-49.91
-44.55,-50.01
-44.61,-50.11
-44.66,-50.21
-44.71,-50.31
-44.77,-50.40
-44.82,-50.50
-44.86,-50.60
-44.92,-50.70
-44.98,-50.80
-45.02,-50.90
-45.08,-51.00
-45.13,-51.11
-45.17,-51.21
-45.24,-51.31
-45.29,-51.40
-45.33,-51.50
-45.40,-51.60
-45.45,-51.70
-45.50,-51.80
-45.56,-51.90
-45.62,-52.00
-45.65,-52.10
-45.72,-52.20
-45.77,-52.30
-45.82,-52.40
-45.88,-52.50
-45.94,-52.60
-45.98,-52.70
-46.04,-52.80
-46.09,-52.90
-46.14,-52.99
-46.20,-53.10
-46.26,-53.19
-46.31,-53.29
-46.35,-53.40
-46.43,-53.49
-46.46,-53.59
-46.51,-53.70
-46.58,-53.80
-46.62,-53.89
-46.67,-53.99
-46.73,-54.09
-46.78,-54.20
-46.82,-54.29
-46.89,-54.39
-46.94,-54.49
-46.99,-54.59
-47.06,-54.69
-47.10,-54.79
-47.12,-54.89
-47.19,-54.99
-47.23,-55.09
-47.28,-55.19
-47.34,-55.29
-47.40,-55.39
-47.44,-55.49
-47.49,-55.59
-47.54,-55.69
-47.60,-55.79
-47.65,-55.89
-47.69,-55.98
-47.75,-56.08
-47.80,-56.18
-47.85,-56.28
-47.91,-56.38
-47.97,-56.48
-48.02,-56.58
-48.07,-56.68
-48.13,-56.78
-48.17,-56.88
-48.23,-56.98
-48.30,-57.08
-48.35,-57.18
-48.40,-57.28
-48.46,-57.38
-48.51,-57.48
-48.56,-57.58
-48.61,-57.68
-48.68,-57.78
-48.72,-57.88
-48.79,-57.98
-48.84,-58.08
-48.90,-58.18
-48.95,-58.28
-49.01,-58.38
-49.06,-58.48
-49.12,-58.58
-49.17,-58.68
-49.22,-58.78
-49.27,-58.88
-49.33,-58.98
-49.38,-59.07
-49.43,-59.17
-49.50,-59.27
-49.55,-59.37
-49.59,-59.47
-49.66,-59.57
-49.72,-59.67
-49.77,-59.77
-49.84,-59.87
-49.89,-59.97
-49.94,-60.07
-50.00,-60.17
-50.06,-60.27
-50.10,-60.37
-50.16,-60.47
-50.21,-60.57
-50.27,-60.67
-50.31,-60.77
-50.37,-60.87
-50.42,-60.96
-50.47,-61.06
-50.53,-61.17
-50.59,-61.26
-50.63,-61.36
-50.69,-61.46
-50.73,-61.56
-50.78,-61.66
-50.84,-61.76
-50.91,-61.86
-50.95,-61.96
-51.01,-62.06
-51.07,-62.16
-51.11,-62.26
-51.17,-62.36
-51.23,-62.46
-51.28,-62.56
-51.33,-62.66
-51.40,-62.76
-51.44,-62.86
-51.50,-62.96
-51.56,-63.06
-51.61,-63.16
-51.66,-63.26
-51.73,-63.36
-51.76,-63.46
-51.81,-63.55
-51.88,-63.65
-51.92,-63.75
-51.97,-63.85
-52.03,-63.95
-52.09,-64.05
-52.09,-64.15
-52.15,-64.25
-52.20,-64.35
-52.22,-64.45
-52.27,-64.55
-52.30,-64.65
-52.35,-64.75
-52.41,-64.85
-52.46,-64.95
-52.42,-65.04
-51.96,-65.07
-51.18,-64.98
-50.10,-64.88
-49.08,-64.76
-48.08,-64.65
-47.17,-64.54
-46.31,-64.44
-45.54,-64.34
-44.73,-64.24
-43.96,-64.14
-43.19,-64.04
-42.41,-63.94
-41.67,-63.84
-40.94,-63.74
-40.20,-63.64
-39.47,-63.54
-38.77,-63.44
-38.04,-63.34
-37.36,-63.24
-36.66,-63.13
-35.97,-63.04
-35.30,-62.93
-34.64,-62.84
-34.00,-62.73
-33.37,-62.63
-32.76,-62.53
-32.14,-62.43
-31.54,-62.33
-30.95,-62.23
-30.38,-62.14
-29.81,-62.04
-29.24,-61.93
-28.70,-61.83
-28.14,-61.73
-27.63,-61.63
-27.10,-61.53
-26.56,-61.43
-26.05,-61.33
-25.56,-61.23
-25.06,-61.13
-24.58,-61.03
-24.09,-60.93
-23.56,-60.83
-23.06,-60.73
-22.58,-60.63
-22.10,-60.53
-21.61,-60.43
-21.14,-60.33
-20.67,-60.23
-20.24,-60.13
-19.79,-60.03
-19.34,-59.93
-18.92,-59.83
-18.49,-59.73
-18.06,-59.63
-17.66,-59.53
-17.24,-59.43
-16.83,-59.33
-16.45,-59.23
-16.05,-59.13
-15.66,-59.03
-15.28,-58.93
-14.91,-58.82
-14.54,-58.73
-14.19,-58.63
-13.85,-58.52
-13.48,-58.43
-13.14,-58.32
-12.79,-58.22
-12.44,-58.13
-12.12,-58.03
-11.78,-57.93
-11.43,-57.82
-11.12,-57.72
-10.79,-57.62
-10.48,-57.52
-10.17,-57.43
-9.86,-57.33
-9.55,-57.23
-9.27,-57.12
-8.97,-57.02
-8.68,-56.92
-8.39,-56.83
-8.12,-56.73
-7.84,-56.62
-7.58,-56.52
-7.32,-56.42
-7.06,-56.32
-6.80,-56.22
-6.56,-56.12
-6.32,-56.02
-6.09,-55.92
-5.86,-55.83
-5.63,-55.72
-5.41,-55.62
-5.20,-55.52
-5.00,-55.42
-4.79,-55.32
-4.59,-55.22
-4.40,-55.12
-4.23,-55.02
-4.05,-54.92
-3.89,-54.83
-3.72,-54.72
-3.55,-54.63
-3.39,-54.52
-3.24,-54.42
-3.08,-54.32
-2.91,-54.22
-2.76,-54.12
-2.61,-54.02
-2.46,-53.92
-2.30,-53.82
-2.15,-53.72
-2.00,-53.62
-1.84,-53.52
-1.70,-53.42
-1.56,-53.32
-1.40,-53.22
-1.26,-53.13
-1.12,-53.03
-0.98,-52.92
-0.85,-52.82
-0.70,-52.73
-0.57,-52.63
-0.44,-52.52
-0.31,-52.43
-0.18,-52.32
-0.06,-52.22
0.07,-52.12
0.19,-52.02
0.30,-51.93
0.42,-51.82
0.53,-51.73
0.64,-51.63
0.75,-51.53
0.85,-51.43
0.96,-51.32
1.07,-51.22
1.17,-51.12
1.27,-51.02
1.38,-50.92
1.47,-50.83
1.56,-50.72
1.67,-50.62
1.76,-50.52
1.85,-50.43
1.95,-50.32
2.04,-50.23
2.12,-50.12
2.21,-50.02
2.29,-49.92
2.36,-49.82
2.44,-49.72
2.52,-49.62
2.60,-49.53
2.67,-49.42
2.73,-49.32
2.82,-49.22
2.90,-49.13
2.96,-49.02
3.03,-48.93
3.11,-48.83
3.17,-48.72
3.25,-48.63
3.32,-48.52
3.38,-48.43
3.46,-48.33
3.53,-48.23
3.60,-48.13
3.67,-48.02
3.75,-47.93
3.82,-47.83
3.89,-47.73
3.96,-47.63
4.03,-47.53
4.10,-47.43
4.16,-47.33
4.24,-47.23
4.31,-47.13
4.38,-47.03
4.46,-46.93
4.53,-46.83
4.59,-46.73
4.68,-46.63
4.74,-46.53
4.82,-46.43
4.89,-46.33
4.96,-46.23
5.04,-46.13
5.11,-46.03
5.18,-45.93
5.25,-45.83
5.32,-45.73
5.38,-45.63
5.45,-45.53
5.52,-45.43
5.58,-45.33
5.64,-45.23
5.71,-45.13
5.76,-45.03
5.82,-44.93
5.89,-44.83
5.94,-44.73
6.01,-44.63
6.08,-44.53
6.13,-44.43
6.19,-44.33
6.25,-44.23
6.31,-44.13
6.38,-44.03
6.43,-43.93
6.49,-43.83
6.56,-43.73
6.63,-43.63
6.69,-43.53
6.76,-43.43
6.82,-43.33
6.88,-43.23
6.94,-43.13
7.00,-43.03
7.07,-42.93
7.13,-42.83
7.19,-42.73
7.26,-42.63
7.33,-42.53
7.38,-42.43
7.45,-42.33
7.52,-42.24
7.58,-42.13
7.65,-42.03
7.72,-41.93
7.78,-41.83
7.85,-41.74
7.92,-41.64
7.99,-41.54
8.07,-41.44
8.13,-41.33
8.20,-41.24
8.28,-41.14
8.34,-41.04
8.42,-40.94
8.49,-40.84
8.56,-40.74
8.63,-40.64
8.71,-40.54
8.78,-40.44
8.85,-40.34
8.93,-40.24
8.99,-40.14
9.07,-40.04
9.15,-39.94
9.22,-39.84
9.29,-39.74
9.36,-39.64
9.43,-39.54
9.50,-39.44
9.57,-39.34
9.64,-39.24
9.71,-39.14
9.79,-39.04
9.85,-38.94
9.93,-38.84
9.99,-38.74
10.06,-38.64
10.12,-38.54
10.20,-38.44
10.26,-38.34
10.33,-38.24
10.40,-38.14
10.46,-38.04
10.53,-37.95
10.60,-37.85
10.66,-37.74
10.72,-37.64
10.79,-37.54
10.85,-37.44
10.92,-37.35
10.98,-37.25
11.04,-37.15
11.10,-37.05
11.16,-36.95
11.22,-36.85
11.29,-36.75
11.34,-36.65
11.40,-36.55
11.47,-36.44
11.52,-36.35
11.58,-36.25
11.64,-36.14
11.70,-36.05
11.75,-35.95
11.82,-35.85
11.87,-35.75
11.92,-35.65
11.98,-35.55
12.04,-35.45
12.09,-35.35
12.15,-35.25
12.20,-35.15
12.25,-35.05
12.31,-34.95
12.36,-34.85
12.41,-34.75
12.47,-34.65
12.52,-34.55
12.57,-34.45
12.63,-34.35
12.68,-34.25
12.73,-34.15
12.78,-34.05
12.83,-33.95
12.88,-33.85
12.93,-33.75
12.98,-33.65
13.03,-33.56
13.08,-33.45
13.13,-33.35
13.17,-33.25
13.22,-33.15
13.27,-33.06
13.30,-32.96
13.35,-32.86
13.40,-32.76
13.44,-32.66
13.49,-32.55
13.53,-32.46
13.57,-32.36
13.62,-32.26
13.66,-32.16
13.69,-32.06
13.74,-31.96
13.78,-31.86
13.82,-31.76
13.87,-31.66
13.90,-31.56
13.94,-31.46
13.98,-31.36
14.02,-31.26
14.06,-31.16
14.10,-31.06
14.13,-30.96
14.17,-30.86
14.21,-30.76
14.25,-30.66
14.29,-30.56
14.33,-30.46
14.35,-30.36
14.40,-30.26
14.43,-30.16
14.47,-30.06
14.50,-29.96
14.53,-29.86
14.58,-29.76
14.61,-29.67
14.64,-29.57
14.68,-29.46
14.71,-29.36
14.74,-29.26
14.78,-29.17
14.81,-29.06
14.85,-28.96
14.88,-28.87
14.92,-28.77
14.96,-28.67
14.99,-28.57
15.02,-28.47
15.06,-28.37
15.09,-28.27
15.13,-28.17
15.16,-28.07
15.20,-27.97
15.23,-27.87
15.27,-27.77
15.31,-27.67
15.34,-27.57
15.38,-27.47
15.41,-27.37
15.44,-27.27
15.48,-27.17
15.51,-27.07
15.55,-26.97
15.59,-26.87
15.62,-26.77
15.65,-26.67
15.69,-26.57
15.72,-26.47
15.76,-26.37
15.79,-26.27
15.82,-26.17
15.86,-26.07
15.89,-25.97
15.93,-25.87
15.96,-25.78
15.99,-25.67
16.02,-25.58
16.05,-25.47
16.08,-25.37
16.11,-25.27
16.14,-25.18
16.17,-25.08
16.19,-24.98
16.22,-24.88
16.25,-24.77
16.28,-24.68
16.30,-24.58
16.34,-24.48
16.36,-24.38
16.38,-24.28
16.42,-24.18
16.44,-24.08
16.46,-23.98
16.49,-23.88
16.52,-23.78
16.54,-23.68
16.56,-23.58
16.59,-23.48
16.61,-23.38
16.64,-23.28
16.66,-23.18
16.69,-23.09
16.71,-22.99
16.74,-22.88
16.76,-22.78
16.79,-22.68
16.82,-22.59
16.84,-22.49
16.87,-22.38
16.89,-22.29
16.93,-22.18
16.94,-22.08
16.97,-21.99
17.00,-21.89
17.02,-21.79
17.04,-21.68
17.08,-21.59
17.10,-21.49
17.13,-21.39
17.15,-21.29
17.17,-21.19
17.21,-21.09
17.23,-20.99
17.26,-20.89
17.29,-20.79
17.31,-20.69
17.34,-20.59
17.37,-20.49
17.39,-20.39
17.42,-20.29
17.45,-20.19
17.48,-20.09
17.50,-19.99
17.53,-19.89
17.56,-19.79
17.58,-19.69
17.61,-19.60
17.64,-19.49
17.66,-19.39
17.69,-19.30
17.72,-19.19
17.74,-19.10
17.77,-18.99
17.80,-18.89
17.82,-18.80
17.85,-18.70
17.87,-18.60
17.90,-18.50
17.93,-18.40
17.95,-18.30
17.97,-18.20
18.01,-18.10
18.02,-18.00
18.05,-17.90
18.08,-17.80
18.10,-17.70
18.13,-17.60
18.16,-17.50
18.17,-17.41
18.20,-17.30
18.23,-17.20
18.25,-17.10
18.28,-17.00
18.30,-16.90
18.33,-16.80
18.36,-16.70
18.37,-16.61
18.40,-16.50
18.43,-16.41
18.45,-16.31
18.48,-16.21
18.50,-16.11
18.52,-16.01
18.55,-15.91
18.57,-15.81
18.59,-15.71
18.62,-15.61
18.64,-15.51
18.66,-15.41
18.69,-15.31
18.71,-15.21
18.74,-15.11
18.76,-15.01
18.78,-14.91
18.81,-14.81
18.83,-14.71
18.85,-14.61
18.88,-14.51
18.90,-14.41
18.92,-14.31
18.95,-14.21
18.97,-14.11
18.99,-14.01
19.02,-13.91
19.04,-13.81
19.06,-13.72
19.09,-13.61
19.11,-13.51
19.13,-13.41
19.16,-13.31
19.18,-13.21
19.21,-13.12
19.22,-13.01
19.25,-12.91
19.27,-12.82
19.29,-12.72
19.31,-12.62
19.34,-12.52
19.36,-12.41
19.38,-12.32
19.40,-12.22
19.42,-12.12
19.44,-12.02
19.47,-11.92
19.48,-11.82
19.50,-11.72
19.53,-11.62
19.55,-11.52
19.57,-11.42
19.58,-11.32
19.61,-11.22
19.63,-11.12
19.64,-11.02
19.67,-10.92
19.68,-10.82
19.71,-10.72
19.72,-10.62
19.75,-10.52
19.76,-10.43
19.78,-10.33
19.80,-10.22
19.82,-10.12
19.83,-10.03
19.86,-9.93
19.87,-9.83
19.89,-9.73
19.91,-9.63
19.93,-9.53
19.95,-9.43
19.97,-9.33
19.99,-9.23
20.01,-9.13
20.02,-9.03
20.05,-8.93
20.06,-8.83
20.08,-8.73
20.09,-8.63
20.11,-8.53
20.13,-8.43
20.14,-8.33
20.17,-8.23
20.18,-8.13
20.19,-8.03
20.22,-7.94
20.23,-7.84
20.25,-7.73
20.27,-7.63
20.28,-7.54
20.30,-7.44
20.32,-7.34
20.33,-7.24
20.35,-7.14
20.37,-7.03
20.38,-6.94
20.41,-6.84
20.42,-6.74
20.45,-6.64
20.46,-6.54
20.48,-6.44
20.50,-6.34
20.52,-6.24
20.55,-6.14
20.58,-6.04
20.61,-5.94
20.64,-5.84
20.68,-5.74
20.72,-5.65
20.75,-5.54
20.79,-5.44
20.83,-5.34
20.86,-5.24
20.90,-5.14
20.94,-5.04
20.98,-4.95
21.02,-4.84
21.06,-4.75
21.09,-4.65
21.14,-4.55
21.18,-4.45
21.22,-4.34
21.26,-4.25
21.31,-4.15
21.34,-4.05
21.38,-3.95
21.43,-3.85
21.47,-3.75
21.51,-3.65
21.56,-3.55
21.60,-3.45
21.65,-3.35
21.69,-3.25
21.73,-3.15
21.78,-3.05
21.82,-2.95
21.87,-2.85
21.91,-2.75
21.95,-2.65
22.00,-2.55
22.04,-2.45
22.09,-2.35
22.13,-2.25
22.18,-2.16
22.22,-2.05
22.27,-1.95
22.31,-1.86
22.35,-1.76
22.39,-1.66
22.43,-1.55
22.46,-1.45
22.49,-1.35
22.51,-1.26
22.53,-1.16
22.54,-1.06
22.57,-0.96
22.58,-0.86
22.60,-0.76
22.62,-0.66
22.64,-0.56
22.65,-0.46
22.67,-0.36
22.69,-0.26
22.71,-0.16
22.72,-0.06
22.66,0.03
22.75,0.09
22.69,0.18
22.79,0.27
22.78,0.37
22.82,0.47
22.81,0.58
22.89,0.68
22.82,0.78
22.92,0.87
22.87,0.97
22.93,1.07
22.91,1.18
22.97,1.27
22.95,1.37
23.00,1.47
22.99,1.57
23.02,1.67
23.06,1.77
23.07,1.87
23.12,1.97
23.15,2.07
23.19,2.17
23.24,2.27
23.29,2.37
23.32,2.47
23.38,2.57
23.42,2.67
23.47,2.77
23.52,2.87
23.57,2.97
23.61,3.07
23.67,3.17
23.71,3.26
23.76,3.36
23.81,3.46
23.86,3.56
23.91,3.66
23.97,3.76
24.00,3.86
24.06,3.96
24.10,4.06
24.15,4.16
24.20,4.26
24.25,4.36
24.29,4.46
24.33,4.56
24.37,4.66
24.42,4.76
24.46,4.86
24.50,4.96
24.53,5.06
24.57,5.16
24.60,5.26
24.63,5.36
24.67,5.46
24.69,5.56
24.72,5.66
24.74,5.76
24.75,5.85
24.78,5.95
24.79,6.05
24.80,6.15
24.82,6.25
24.83,6.35
24.85,6.45
24.80,6.55
24.85,6.65
24.86,6.75
24.86,6.85
24.87,6.95
24.87,7.05
24.88,7.15
24.89,7.25
24.91,7.35
24.90,7.45
24.91,7.55
24.92,7.65
24.92,7.75
24.93,7.85
24.93,7.95
24.93,8.05
24.95,8.15
24.96,8.25
24.93,8.35
24.97,8.45
24.97,8.55
24.98,8.64
24.98,8.74
24.99,8.84
25.00,8.94
25.01,9.04
25.03,9.14
25.04,9.24
25.05,9.34
25.07,9.44
25.08,9.54
25.09,9.64
25.12,9.74
25.15,9.84
25.16,9.94
25.19,10.04
25.22,10.14
25.25,10.24
25.28,10.34
25.32,10.44
25.35,10.54
25.38,10.64
25.42,10.74
25.46,10.84
25.50,10.93
25.53,11.03
25.57,11.13
25.60,11.23
25.65,11.33
25.68,11.43
25.70,11.53
25.74,11.63
25.77,11.73
25.81,11.83
25.84,11.93
25.88,12.03
25.91,12.13
25.95,12.23
25.98,12.33
26.02,12.43
26.06,12.53
26.08,12.63
26.12,12.73
26.15,12.83
26.19,12.93
26.22,13.03
26.26,13.13
26.28,13.23
26.32,13.33
26.35,13.43
26.38,13.53
26.41,13.63
26.44,13.73
26.47,13.83
26.50,13.92
26.51,14.03
26.53,14.13
26.54,14.23
26.58,14.32
26.62,14.43
26.62,14.52
26.68,14.62
26.68,14.72
26.71,14.82
26.72,14.92
26.73,15.02
26.75,15.12
26.73,15.22
26.72,15.32
26.72,15.42
26.71,15.52
26.70,15.62
26.70,15.72
26.68,15.82
26.70,15.91
26.68,16.02
26.68,16.12
26.67,16.22
26.67,16.32
26.66,16.42
26.65,16.51
26.66,16.62
26.65,16.72
26.65,16.81
26.64,16.91
26.64,17.01
26.63,17.11
26.61,17.21
26.61,17.31
26.60,17.41
26.59,17.51
26.58,17.61
26.57,17.71
26.56,17.81
26.55,17.91
26.54,18.01
26.53,18.11
26.52,18.21
26.50,18.31
26.51,18.41
26.49,18.51
26.48,18.61
26.47,18.71
26.47,18.81
26.45,18.91
26.45,19.01
26.45,19.10
26.44,19.21
26.43,19.30
26.41,19.40
26.40,19.50
26.39,19.61
26.39,19.71
26.37,19.80
26.36,19.90
26.37,20.00
26.37,20.10
26.35,20.20
26.34,20.30
26.37,20.40
26.34,20.50
26.34,20.60
26.34,20.70
26.33,20.80
26.33,20.90
26.32,21.00
26.34,21.10
26.33,21.20
26.33,21.30
26.32,21.40
26.31,21.50
26.33,21.60
26.31,21.69
26.31,21.79
26.31,21.89
26.31,21.99
26.32,22.09
26.31,22.19
26.31,22.29
26.32,22.39
26.31,22.49
26.33,22.59
26.34,22.69
26.38,22.79
26.45,22.89
26.54,22.99
26.64,23.09
26.73,23.19
26.83,23.28
26.92,23.39
27.02,23.49
27.11,23.59
27.19,23.69
27.27,23.79
27.35,23.89
27.43,23.99
27.50,24.09
27.57,24.19
27.63,24.29
27.70,24.38
27.76,24.49
27.82,24.58
27.88,24.69
27.93,24.78
27.99,24.88
28.04,24.98
28.10,25.08
28.15,25.18
28.21,25.28
28.26,25.38
28.31,25.48
28.36,25.58
28.41,25.68
28.46,25.78
28.51,25.88
28.56,25.98
28.60,26.08
28.65,26.18
28.70,26.28
28.74,26.38
28.79,26.48
28.83,26.58
28.89,26.68
28.92,26.78
28.98,26.88
29.02,26.98
29.06,27.07
29.10,27.18
29.15,27.28
29.19,27.38
29.23,27.47
29.28,27.57
29.32,27.68
29.36,27.77
29.40,27.87
29.44,27.97
29.48,28.07
29.52,28.17
29.55,28.27
29.60,28.37
29.63,28.47
29.66,28.57
29.71,28.67
29.73,28.77
29.78,28.87
29.81,28.97
29.82,29.07
29.87,29.17
29.88,29.27
29.92,29.37
29.94,29.47
29.99,29.56
29.99,29.67
30.04,29.76
30.04,29.86
30.08,29.96
30.08,30.06
30.15,30.16
30.15,30.26
30.17,30.36
30.20,30.46
30.24,30.56
30.26,30.66
30.27,30.76
30.31,30.86
30.33,30.96
30.34,31.06
30.38,31.16
30.40,31.26
30.42,31.36
30.46,31.46
30.45,31.56
30.50,31.66
30.51,31.76
30.54,31.86
30.56,31.96
30.57,32.06
30.62,32.16
